745 673 261 1159 2559 4776 15 2 261 1159 824 799 28 764 243 824,1,1
121 169 764 121 751 29 28 10 59 393 1621 206 10 59 1007,1,2
109 3804 961 2015 259 34 1607 2493 1072 25 2540 808 885 808 355 566,1,5
10 170 354 846 423 1555 5682 837 13 1687 116 1083 110,1,9
103 31 75 1642 148 535 2607 14 259 31 75 2905 482 2037 481 1456 103 3003 31 75,1,11
118 3198 382 65 793 5269 5983 3198 453 146 1629 2525 2105 118 687 285 65 373 90,1,12
64 927 248 751 85 395 2043 146 399 242 2734 42 2734 2370 436 399 970 42 288,1,14
771 365 2 411 535 262 17 1134 368 312 2929 435 1655 424 535 311 50 81,1,15
14 1480 717 160 7 1570 1480 16 27 117 12 44 4 435 4712 188 63 2236,1,16
4271 556 863 2851 1024 3403 3495 4383 6 97 4188 9 57,1,17
13 23 1115 782 77 15 1999 1389 1628 386 266 93 1146 382 383 224 298 1115,1,18
3 308 241 3693 4 96 414 5943 15 2571 709 274 1253 654 2045 681 3433 1003,1,19
61 5254 2257 195 160 1906 2 103 814 303,1,20
479 158 164 353 1156 892 2 317 7 2569 675 351 4 3988 1150 1748,1,21
15 2 69 239 2 48 80 239 2 814 31 75 633 2258 352 16 1627 3923 682 5,1,22
421 13 13 23 3924 1653 579 351 171 1198 56 298 121 72 1641 59 306 157 121 5183,1,23
735 3614 133 3 71 959 2944 439 29 234 889 49 1734 767 3 72 295 735 4853,1,24
284 154 410 320 8 77 288 40 284,1,25
636 154 410 1583 410,1,26
6108 927 5205 4840 1283 5595 4613 927 538 318 49 520 237 1381,1,27
1736 183 84 738 1331 3433 1994 72 8 434 336 54 1204 145 15 129 2751 1789 8,1,28
438 3726 1588 445 15 764 186 2805 230 1844 211 904,1,29
70 276 119 108 738 9 904 1418 59 1007 5581 889 185 1442 1121 373 699,1,30
8 344 1014 980 19 1048 348 58 487 1076 342 1056 1334 70 72 106 6285,1,31
421 466 20 244 126 293 558 2230 2236 364 2095 208 726 95 1651 32 755 464 5255 488,1,32
883 260 3766 3692 3724 372 4361 5088,1,34
314 1061 3676 2047 4950 735 1488 1413 735 610 1099 153,1,35
57 79 149 207 847 53 202 28 207 847 155 414 56 13 23 207 847 248 935,1,36
117 1527 153 257 2292 1129 121 3858 5962 3858 570 112,1,37
2955 4169 864 2532 888 63 213 4636 212 53 1378 16 450,1,39
905 2 1038 3706 677 3 106 1285 332 1801 2246 2 38 947 502 200 116 42,1,40
109 2101 2624 605 4846 5231 1245 1472 378 3422 3897 27 2167 4463 1503 1279,1,41
89 178 233 3151 3767 1223 1498 2710 1 233 3081 89 656 18 165 399 1 255,1,42
196 280 174 19 83 360 3931 2468 3175 191 165 9 699,1,43
2380 894 4509 177 804 2097 241 1871 1631 150 658 1447 78 795 27 678 475 92,1,44
48 30 12 30 548 43 685 2580 319 323 181 4935 41 738 6079 218 43 94 1684 512,1,46
752 264 2506 3443 3547 353 1806 415 5691 265 1813 56 1050 306 2008 5,1,49
1230 564 80 259 1391 4701 59 17 2146 80 208 3175 3205 432 2522 849 3150,1,50
13 23 10 181 183 444 15 1 3362 288 13 23 112 15 142 1 4075 3362 460 13,1,52
276 2510 1113 5434 92 1773 74 5434 30 826 1229 883 303 193 1004 2,1,53
166 740 918 289 5374 57 542 133 602 289 15 2 131 18 267 602 56 3318 949 217,1,54
57 54 2 317 26 417 3059 2634 149 26 417 450 375 2 1105 149 33 417 778,1,55
427 608 184 1405 365 3736 1269 41 1008 407 609 528 379 2506 1712 1584 333 3448 41,1,56
60 12 41 4 2844 218 62 1948 106 604 4 752 1273 32 3382 422 1699 9 4,1,57
34 41 782 1068 108 1068 1595 4378 341,1,58
5916 192 73 21 400 109 190 53 27 73 21 19 39 76 2624 186 192 2556 525 4135,1,59
1063 5405 1010 582 28 5800 582 157 5273 975 412 107 2459 340 32 28 2852,1,61
502 401 722 2 722 2 131 188 1279 2214 722 2 51 699 101 126 15 2,1,62
737 1165 232 2161 2591 2860 3496 4535 2865 986 1603 117 1921 2768 60 1403 1801,1,63
16 883 82 1485 4622 4607 791 379 429 595 420 1051 2896 1924,1,64
89 15 21 63 1077 703 264 1763 984 4474 1032 4928 2366 946 3181 93 984 558 285 65,1,65
867 5199 2438 649 1343 4781 78 560 1653 6175 909 176 552 29 98 53 154 410 2438,1,66
528 771 166 1905 2052 1111 18 764 591 126 539 96 74 54 30 166 728,1,68
39 21 4477 1285 2228 4876 15 4577 936 1037 2464 2890 64 5843 92 889,1,69
100 39 102 5853 4776 408 251 1430 87 423 935 87 194 1672 907 48 1520 1216 582,1,70
57 2904 12 2720 148 148 181 12 1819 4456 752 5272,1,72
435 57 595 2 2745 1178 195 155 1733 37 620 4924 68 57 203 18 1291 712 254,1,73
1379 711 437 119 822 90 170 632 2951 2666 892 2 11 2615 746 822 90 39,1,74
2489 4684 305 1032 899 285 65 222 745 66 2559 356 687 21 12 2232 1215 29 234 5077,1,75
220 3345 21 277 5647 4305 18 1170 890 212 148 3 4 271 900 239 3108 2449 214,1,77
888 1114 244 36 111 782 195 160 320 888 782 316 1040 115 1705 17 1338 888 1 353,1,78
89 196 15 1223 3643 148 6008 9 27 637 27 637 3342 27 637 5721 444 444,1,79
8 96 90 4153 417 32 15 1452 207 847 924 149 1757 800 119 417 2739 1003,1,80
752 847 1906 1106 1141 92 818 46 1636 847 761 2346 46 1438 43 7,1,81
1341 3377 516 4008 1529 48 88 1467 1529 177 294 36 752 460 122 4008 565 1566 2675,1,82
421 3724 4736 1388 12 2563 1738 5699 82 294 206 5427 180 523 309 6296 725 527,1,83
1411 537 609 459 185 254 1529 4861 142 281 609 3379 447 3772 4861,1,84
592 608 83 1597 1251 1 12 57 44 1 128 4696 1366 249 833 118 487 643 604 274,1,86
422 771 1483 1848 170 3857 274 1 40 229 334 1848 51 214 374 1005 1848 570 686,1,87
176 13 53 13 298 35 887 302 154 372 1023 154 372 5385 154 372 57 2969 2552,1,88
69 123 1325 34 3204 424 396 3897 119 1885 375 1758 491 321 509 9 18 3024 1704,1,89
166 49 1957 4372 144 437 171 1963 766 90 531 25 5159 1483 144,1,90
3 227 117 3628 5500 1373 1433 535 16 6083 624 535 130 28 906 227 232 581 1506,1,91
100 39 102 49 3920 49 1220 1180 1595 355 1113 5557 107 183 75 5254 222 5557 5,1,92
379 175 4886 345 2403 1256 725 1594 111 217 831 287 762 1766 20 2521 343 38 715 109,1,93
379 175 4886 345 2403 1256 725 1594 111 217 831 287 762 191 665 1 12 52 3151 37,1,94
149 706 317 80 437 2 317 119 21 1336 352 36 742 749 26 54 1927 2 317 802,1,97
431 1661 18 224 81 7 1187 48 828 454 256 228 1300,1,98
183 8 324 5198 4918 15 5198 4918 326 3546 2189 240 1039 1492 4414 1231 191 165,1,99
19 3073 1950 155 112 439 1764 173 2115 193 38 1329 680 591 464 3399 4769 1876 40,1,100
1260 430 15 2 16 658 239 31 75 267 17 1697 186 92 17 160,1,102
476 3195 191 360 1784 1029 403 1191 1020 4079 1510 608 699 84 403 1191 1020,1,103
4333 479 237 17 713 3118 1956 34 14 28 1046 4925 234 1046,1,104
287 20 3693 77 496 60 2579 59 121 526 60 297 1 771 533 5877 7 320 759 526,1,105
421 73 389 39 2063 313 556 369 3932 169 4 580 1907 1429 1983 2310 169 646 3770,1,106
73 21 123 1238 372 104 361 435 887 1941 1286 1478 269 92 132 219 37 1354,1,108
548 297 433 2816 142 169 50 81 711 297 2701 85 5291 2816,1,109
2973 243 50 81 502 69 318 318 400 3092 1061 3221,1,110
722 2 73 21 375 2185 1828 451 431 3180 57 39 114 1752 2294 1903 406 1064 54,1,111
20 2868 24 3643 286 5721 35 752 10 6 832 2153 89 196 29 896 222 222 294,1,112
1116 679 1676 140 5971 47 1361 181 11 117 4040 16 1071 328 21 912 25 140,1,113
11 19 103 60 86 9 50 103 51 386 4801 2048 243 82 6 865 13 23 103,1,114
26 119 1671 54 2013 78 37 112 54 230 26 417 300 1702 417 826 1279 4705,1,115
2868 20 94 3 1059 579 607 2033 2179 95 361 607 1169 147 619 371 3159 205,1,116
521 102 5851 1118 317 34 232 1418 119 90 72 551 211 51 239 1155 37 101 353 551,1,117
1999 1389 672 205 789 1316 588 90 1 703 90 5339 1 128 1396 348 3 164 1090 71,1,119
585 279 19 372 2654 33 1125 48 1532 3443 318 1299 4591 3443 7 128 301 4746,1,121
4787 64 3519 531 275 3736 622 10 6 4146 622 226 1985 84 226,1,122
601 1455 608 3 5539 379 709 145 1223 2304 372 1 477 63 13 13 23 80,1,123
10 994 90 1341 2385 358 12 1470 397 2496 238 5329 2733 205 5798 2434 792,1,124
171 274 2494 166 3433 198 1654 26 2494 1003 891 33 292 610 1350 1911 128 85 5228,1,126
98 3505 52 6032 53 13 23 2792 546 183 154 380 469 15 137 785 2354 28,1,127
1053 16 192 173 303 5117 203 3289 192 980 35 1983 333 46 1032 780 667 109 2433 1196,1,128
123 752 487 1926 452 169 1214 563 3384,1,129
137 111 57 292 502 1643 1354 677 45 193 1491 2391 942 3943 1449 1234 1851,1,130
187 212 2895 968 160 387 105 4873 4896 94 46 683 479 4 175 215,1,131
1827 309 1564 6 4534 183 1130 309,1,132
212 4489 93 1670 752 55 212 195 612,1,133
822 858 128 1913 507 2755 751 85 84 2519 751 85 1805 2008 2008 1023 5635 321 822 2866,1,135
672 625 5271 1238 672 48 436 399 84 19 4315 169 48,1,136
2455 46 228 2877 2185 920 4217 310 1690 38 3542 86 109 1918 1763,1,137
80 526 4753 129 1064 27 2 4753 409 2521 42 201 88 201 2521 3384,1,138
150 89 19 372 4509 178 3344 235 89 215 39 241 406 193 583 2306 2400 3543 3,1,140
401 90 2226 85 246 579 90 1003 794 175 1219 588 742 794 73 21 794 1636 1280,1,141
3087 39 749 324 1556 2173 41 251 4377 3692 166 41 926,1,143
476 3195 894 32 608 1594 89 2220 481 3681 3251 112 2114 116 1055 1427 1983 435,1,144
905 2 1038 3706 273 30 606 478 360 803 1538 3 395 170 424 43 2294 266 5450,1,145
332 1696 31 1569 1874 6103 264 1620 1588 493 1051 4419 2412 479 226 479 132,1,146
94 1132 409 1339 519 2592 214 2 3685 75 5255 488 899 1232 190 163 237 239,1,147
57 20 66 97 2623 433 2157 112 771 2179 187 2148 713 684 271 374 836 3142 727,1,148
381 2766 606 17 1507 2928 2 2 1058 206 2504 3124 4009 381 2766 820 17 1270,1,149
1340 168 3237 168 2798 429 539 162 661 1864 1933 3550,1,150
6068 659 494 4104 5198 505 779 332 494 779 332 15 2 131 793,1,152
2371 159 2745 293 160 5 2745 335 2833 167 3312 154 29 170 12 3114 2926 3180,1,153
49 735 337 5186 2919 320 49 10 595 223 49 3192 1589 829,1,154
2884 2072 900 214 226 716 1030 1327 38 1313 4132 224 991 206 195 716 226 38 716 25,1,155
100 2321 363 1927 2 178 204 3189 1856 573 309 29 28 2159 2481 771 2435 2566,1,156
123 2320 841 4072 177 89 108 656 29 28 5 752 841 4072 1883 644 330 1632 1175 295,1,159
1916 2544 123 2224 116 1083 1916 1385 361 1078,1,160
771 421 2445 281 1159 108 326 836 4988 1470 98 78 150 281 1159 667 2 694 479,1,161
1270 5249 138 972 206 4478 3519 26 481 60 323 1303,1,162
2570 316 2146 612 400 5075 2,1,163
435 57 186 1296 109 3900 623 2241 15 2 131 2666 1020 3900,1,164
1733 49 48 405 2 1037 101 49 1516 1521 777 3359 2794 117 12 2450 164,1,166
1916 993 16 44 3776 1692 2323 773 105 2603 742 2399 212 1916 1790 2244 365,1,167
53 710 3390 2794 70 836 50 147 463 31 75 78 759 143 3 66 932 459 31 75,1,168
2846 2973 1465 1241 1305 1059 2028 365 321 279 15 413 32 455 537 334 308,1,169
263 517 2170 1130 234 1146 1408 72 1146 2535 1798 135,1,170
683 906 2520 755 3512 1112 2798 165 34 89 1245 970 7 584 18 97 278 454 2838,1,171
295 2994 614 53 19 122 35 835 3591 1334 1832 1612 1897 1313 98 294 1832 1612 38,1,172
79 1004 1377 22 9 22 2169 329 30 1538 9 124 22 228 79 1004 3021 691 464 5289,1,173
545 183 1622 32 15 434 896 5190 68 654 10 51 18 1160 1742 74 54 919 18,1,174
174 548 2185 18 1463 947 1471 951 247 517 432 454 2148 951 5 1181 308 325 49 461,1,175
1059 403 272 1665 2342 277 1832 416 347 728 277 1123 4769 3820 205 819 3734 277,1,176
3 148 186 146 1745 2191 982 230 1120 583 1027 35 371 444 770 583 527 36 1136,1,177
530 149 1201 906 5700 3259 3 2261 1377 2408 149 1906 2 17 1244 208 1068 111 437 22,1,178
20 275 11 399 76 2926 90 663 233 63 4 22 2409 151 60 22,1,179
166 22 310 388 2,1,180
39 305 2932 2847 2138 887 555 572 2378 1887 95 1407 31 582 3424 415 10 215,1,181
852 2354 546 25 28 260 1535 85 47 46 963 240 195 3118 604 2282,1,182
752 110 3401 538 256 4342 3026 423 100 1398 3401 256 423 49 5564 256 423,1,183
5282 3322 505 4843 83 1198 2179 43 680 607 119 5081 680 3525 607 107 54 607 5097,1,184
388 166 635 168 2255 960 927 625 692 1384 415 2738 9 2988 415 63 2497,1,185
1966 2253 4738 1347 69 817 1823 127 1364 1823 127 1364 4223 267 286 2302 1083 818,1,186
3626 570 341 66 1638 322 20 314 22 122 592 608 187 479 604 479 1000 6168,1,188
20 305 203 3052 1054 3281 2563 390 160 1781 12 1210 160 181 66 3281 205,1,189
123 4268 415 69 143 47 5951 687 6139 963 205 612 272 33 127 1364 40 1363,1,190
57 6 35 11 130 289 58 514 101 3 1214 16 4125 3 1214,1,191
105 398 345 2991 1696 305 102 2991 1696 169 8 900 385 453 35 35 356 77 1262,1,192
2573 153 2 806 845 2416 460 2941 1576 400 2636 2383 255 594 441 2576,1,193
142 40 311 149 73 21 324 135 60 73 21 149 4203 20 71 3415 956 565,1,195
186 1961 73 21 848 1712 1393 107 1350 1133 201 265 46 501,1,196
421 3884 5319 760 253 851 387 2035 3166 81 3293 158 164 366 604 99,1,197
174 1459 1575 31 14 746 261 293 331 2 1134 59 2707 2 1575 2436 1613 1560 1575,1,199
2573 3 308 2063 1223 8 524 195 1328 882 1047 1059 1083 112 654 662 135 1918 12,1,201
421 20 1380 4124 149 3693 1003 593 1995 136 3 2084 1654 174 20 186 3,1,202
32 600 286 2078 149 107 3 307 304,1,203
57 576 2653 29 644 3496 206 636 758 553 266 1 2653 1947 192 299 118 533,1,204
517 7 1057 1101,1,205
4937 253 1899 145 2839 253 1899 136 358 4873 253 3687 4 628 23 3687 148 121 6 462,1,206
1448 206 3985 47 73 21 111 2885 908 998 925 297 2000 2885 71 908 3413 890 12 94,1,207
2573 6016 120 33 571 4098 485 172 20 2857 995 172 2102 1388 12 4562 3320 1234,1,208
3344 174 102 89 508 19 52 6 565 3190 1482 607 2824 4864 699 9 2824 143 138 5,1,209
357 1044 5348 637 229 438 5348 722 2 94 174 1696 614 4 1352 143 374 3 169 4543,1,210
545 143 1003 527 145 15 1862 434 54 87 307 406 32 15 1862 1952 2013,1,212
2396 224 2707 2687 109 247 89 178 380 234 28 3936 380 272 1461 984 234 234,1,214
1145 152 559 49 1346 409 31 75 2257 564 14 133 63 147 16 588 405,1,215
752 101 239 27 2306 1450 240 533 101 1541 240 292 7 101 167,1,216
43 4939 3304 7 3972 3304 6081 7 249 3083 2238 3491 2337 3304 171 2659 3083,1,218
894 183 421 457 177 804 5149 105 5149 10 4963 5110 484 235 348 1008 1465 1471,1,219
379 3 307 156 4453 13 13 23 197 94 19 557 19 207 41 847 1153 118 48,1,220
119 176 29 28 1159 234 1572 1907 56 1159 45 673 86 206 129 2146 1292,1,221
57 994 389 3011 328 185 3170 829 923 233 545 186 255 32 281 1817 158 488 1879 40,1,222
411 41 4990 373 4070 592 1494 93 1 375 32 15 247 95 11 349 60 592,1,223
3 308 577 123 4118 327 2075 26 65 111 1435 101 1240 3864 33 742 1581 218,1,224
297 132 178 526 218 4003 674 4091 240 570 2929 4564 205 379 191 2501 187 212,1,225
421 102 1983 340 1758 2170 3202 521 1533 576 1008 570 475 281 371 1340 74 79 21 2516,1,226
1285 619 15 51 40 18 191 3262,1,227
421 564 5344 2063 103 1780 224 493 1107 2319 3497 7 78 493 1107 2104 259 1700 116 348,1,228
4104 4413 2477 1722 369 456 1797 504 4931,1,229
32 83 245 124 1230 78 3012 870 130 855 4494 5884 5930 47 3506,1,230
1636 60 437 2 61 244 1244 30 189 352 1602 840 303 811 1858 485 238 441 997,1,231
