19 8 900 1025 18 911 5 771 1493 674 8 18 591 355,1,3
399 692 2179 528 570 479 237 3345 21 98 2004 737 129 126 3580 546 89 93 3986,1,4
751 29 28 413 675 60 842 1253 1376 21 1839 751 29 28 76 1165,1,6
253 3092 3535 4352 3409 297 783 297 97 2986 217 135 253 2301 332 191 12,1,7
885 26 1092 1179 2562 1879 69 299 80 531 2 4 211 5 1166 2562 146,1,8
1116 963 310 21 5212 75 285 1232 21 149 1586 1530 1676 237 8 49 2 8 49 128,1,10
241 19 89 178 3 241 258 57 184 339 2159 850 247 4137 358 147 1481,1,13
1073 617 1162 575 579 2711 165 4383 90 41 1153,1,33
244 301 37 1021 17 561 950 373 1244 2 183 9 1336 354 160 56 2 301 55 186,1,38
21 963 4732 54 153 2 3 836 110 534 92 437 2383 1 5 771 435 7 116 46,1,45
117 63 13 23 413 62 1991 789 521 1184 4153 85 172 5512 654,1,47
6313 3146 3 152 1299 3227 3227 4300 3227 3610 1816 6313 4976,1,48
2331 243 502 269 29 28 3814 2032 629 173 4615 3158 629 1978 218 2423 5898 5339 171,1,51
1048 1608 3689 1089 407 3105 964 291 494 34 143 379 1026 895 2556,1,60
2299 3195 19 372 225 97 492 675 6 1594 225 146 127 492 66 25 296 492 5963,1,67
2567 19 1032 781 1070 571 3715 690 84 3545 4216 3545 1958 445 2739 80 22 137,1,71
339 6093 174 873 2629 1327 5392 2757 1807 5679 539 154 410 1556 539 70 113 1456,1,76
324 609 303 25 149 1496 1129 226 1129 186 654,1,85
154 410 307 60 35 41 14 1316 3055 121 981 14 42 867,1,95
1173 50 2456 279 860 5186 555 3973 555 76 915 3584 3973 1734 2368 3257,1,96
752 151 166 365 2438 126 35 1 6 783 212 294 2098 4288,1,101
13 23 53 13 23 1833 543 199 216 429 47 221 78 3 1538 399 431 1735 378 49,1,107
9 3408 1968 434 336 477 1204 1380 924 9 3408 1524 2431 5524 4550 220 1716 205 66 54,1,118
191 241 3 249 558 3474 252 3 184 5378 3839 6172 134 177 195 160,1,120
614 19 231 477 1460 163 676 90 321 684 1818 207 10 246 231 868 676 15 2945,1,125
1756 787 244 515 1756 595 897 4715,1,134
117 148 430 5258 3992 39 3621 187 341 36 10 2786 1255 375 2859 434 54,1,139
73 21 3682 2319 671 82 7 747 3682 3497 671 16 1107 318 6 1911 1166 819 1040,1,142
1134 228 4080 1881 144 168 140 3140 4180 280 2113 3279 314 1121 26 144,1,151
2192 24 568 464 1009 3725 2468 33 1125 200 608 1229 2948 448 1 12 269 187,1,157
269 4593 333 3709 4391 5646 3445 3884 384 294 4620 2608 219 2427 44 193 3709 4430,1,158
57 269 1142 1942 297 169 5795 334 156 290 3623 369 5795 34 5942 78 37 15 1543 738,1,165
50 60 275 11 4691 169 904 46 278 36 242 2616 46 476 2177 182 533,1,187
894 174 89 4897 5012 41 1 34 8 938 385 479 972 11 2901 19 2176,1,194
117 1481 3125 22 2964 2133 6 1962 1357 137 1074 37 112 2170 3202 969 173 297 61,1,198
244 17 750 2 325 113 412 1702 2572 87 1460 1883 4314 17 455 2 582 238 6,1,200
26 960 286 260 57 510 2909 72 2481 138 247 26 28 308 26 260,1,211
397 102 138 1785 1749 2528 908 998 925 6166 944 2528 248 93 697 713 138 355,1,213
2595 75 620 3920 2345 84 54 153 2 155 1232 2636 49 3920 2383 297 320 347 2927 2,1,217
61 1093 4803 998 2103 316 1983 187 479 4056 18 1093 147 1190 344 1358 1617 27,1,233
379 55 1427 215 187 1515 528 176 279 98 1513 1 457 25 10 187 1515 2428 686 147,1,238
275 696 677 19 299 57 1017 3381 230 157 680 713 479 5 1134 57 805 292 694,1,239
57 5348 123 1267 2835 993 2419 396 3185 5383 1267 38 2835 2164 56 31 650,1,258
421 49 207 3 2506 956 465 8 862 781 13 38 2767 2514 98 386 65 1332,1,268
421 246 153 2 83 4108 49 207 246 153 2 100 3496 200 240 214,1,274
2865 1673 1758 385 393 59 50 393 27 637 2524 3269 5469 5 3026,1,275
292 761 3415 1122 1341 421 2876 2176 26 5849 363 6 2534 1973 83 2176,1,280
528 771 98 127 578 2789 359 3680 3806 13 23 314 122 4212 12 523 81 713 479 6,1,283
1006 178 301 162 386 415 291 1006 283 1351 1006 3329 40 4500 269 285 4327 523,1,284
174 14 88 39 1343 25 1484 754 2098 375 1166 2709 37 5469 604 99 14,1,291
1860 612 138 1032 26 2494 904 116 1055 1032 138 278 166 1268 27 105 3 1384 529,1,296
116 62 110 1223 2814 89 196 5012 371 788 5019 89 656,1,317
2468 332 265 1579 257 26 2027 3666 587 42 5120 5120 272 3576 684 5374 168 168 820 513,1,319
2573 3322 510 1582 131 479 188 894 2063 510 1706 1238 730 64 497 3727 105 510 2909,1,320
22 82 2509 93 53 151 441 14 2509 35 22 726 1240 4429 2648 555 913 4564 103,1,327
267 192 3358 333 1367 14 907 192 2524 12 135 438 192 169 68 127 192,1,328
889 288 938 19 702 3315 1075 2122 792 4 320 22 142,1,330
1750 6 192 151 1507 808 326 1033 1963 1198 4720 774 3008 356 3008 1445 647,1,332
96 75 1536 1514 177 550 2571 930 351 21 15 8 736 1536 341 351 21,1,335
2096 1466 113 206 713 2767 60 10 6 57 11 3463 19 67 1465 607 343 39 345,1,336
2089 1713 267 139 15 2 131 25 77 12 57 2664 139 69 271 127 308 1225,1,340
136 5832 111 58 145 1653 919 4651 735 3369 56 1502 666 1094,1,343
264 896 89 369 91 1675 1170 393 57 1314 2810 896 9 121 12 6356 853 5276 5318,1,346
1053 972 529 97 129 23 409 1983 180 276 67 13 23 51 6 40 1347,1,357
4604 246 196 341 38 4143 9 4217 963 65 1034 1032 126 15 35 103 742 303,1,359
752 151 109 922 2712 2619 1702 166 23 1249 3513 2312 628 23 2712 820 194 2312,1,365
119 27 67 979 42 2492 2305 3 613 979 1082 42 38 256 144 1426,1,367
10 145 4709 1221 9 10 627 4709 1027 12 5 1716 4709 1221 187 1358 667,1,377
926 1644 316 41 706 2 17 1888 542 6 65 1889 72 228 42 26 208,1,387
421 457 102 219 3404 66 1879 471 639 310 2932 1423 2020 102,1,392
78 16 2944 262 2016 543 789 90 23 64 950 71 3800 23 64 2137 386 6105,1,393
379 341 90 786 1209 520 2 1209 1785 1311,1,402
3424 84 481 14 3354 5678 1801 1886 38 674 1777 620 1271 171 86 988 231 7 6253,1,406
906 381 2766 72 5360 1823 109 133 17 311 5145 90 60 311 2910 2952 497,1,413
891 1348 61 6140 36 5190 1034 1524 1414 477 1993 2670 32 3517 2494 6 212,1,418
224 585 1323 395 22 1500 629 313 92 1253 55 1323 3444 22 313 1909 53 13,1,421
41 273 10 412 239 3236 1414 463 642 3644 340 2289 42 1237 39 305 41 1461 3236,1,429
57 50 5534 384 623 5742 479 889 77 1905 740 623 5742 753 314 22 1711 623 753,1,436
117 91 301 17 35 31 4001 624 1543 656 292 44 643 33 1084 126 624 879 1736,1,438
1379 3724 372 2879 3269 220 109 1399 93 1335 165 3454 372,1,440
2534 60 7 296 19 5 585 3484 2534 60 908 7 68 3485 341 165 2148 908 744,1,442
57 818 24 20 1193 1 970 995 311 2333 1051 391 692 4259 1051 4259 1126 2079 1,1,443
5214 219 193 2392 291 1459 2385 199 51 3400 249 89 196 108 3217 5529 2392,1,453
231 695 3288 17 15 2 131 308 972 301,1,466
2176 276 487 3357 556 42 244 57 42 4878 556 2579 474 108 556 336 26 5,1,469
174 39 102 38 19 2771 194 5456 451 3570 77 2771 439 1067 2126 3250 65 1993,1,470
187 341 62 638 122 1422 3403 245 812 21 576 21 1 2120 3930 1303 291 1896,1,471
174 10 108 43 545 97 93 2515 6044 5691 1408 436 6203 488 185 25 3502 2310 1408,1,472
19 3107 2826 1872 16 3843 105 568 213 296 362 362 125 3552 117,1,473
710 6 6179 1258 150 100 1409 81 3046 750 194 202 1983 607 8 2403 2077 350,1,485
3727 8 505 20 143 445 5142 415 39 3719 123 3175 2289 549 36 2085 212 1225,1,486
207 847 531 15 2 131 195 160 1412 5730 846 414 146 471 1785 153 2 5 146 655,1,494
2567 1746 779 3153 91 19 101 3015 1041 851 682 181 2706 667 359 3007 3015,1,495
24 773 612 8 3419 5887 3419 18 595 389,1,497
